compound_id,smiles,activity_label,activity_value_um
CID-1081718,C1CC2=CC=CC=C2N(C1)C(=O)COC3=CC=CC=C3F,inactive,
CID-703119,CCOC1=NC(=NC(=N1)N2CCOCC2)N3CCOCC3,inactive,
CID-3327927,C1CC(=O)N(C1C(=O)O)CC2=CC=C(C=C2)F,inactive,
CID-902166,C1=CC=C(C=C1)C2=CC3=NN(C(=C3C(=O)O2)N)C4=CC=CC=C4,inactive,
CID-6862809,CN(C)C1=CC=C(C=C1)C=NNC(=O)COC2=CC=CC=C2,inactive,
CID-9551386,CC(=O)C1=CC(=CC=C1)NC(=O)C2CCCN2S(=O)(=O)C3=CC=CC4=NSN=C43,inactive,
CID-649154,COC1=CC(=C(C=C1)OC)NC(=O)CSC2=NN=C(O2)CNC3=CC=C(C=C3)F,inactive,
CID-16190763,COC1=CC=CC(=C1)CN2CCN(CC2CCO)C3CCOCC3,inactive,
CID-2616375,CC1=CC(=C(C=C1)SCC(=O)NC(=O)NCC2=CC=CO2)C,inactive,
CID-3590153,CC1CCCCC1NC(=O)CN2C(=O)C3=C(C2=O)C(=CC=C3)N,inactive,
CID-1940119,C1=CC=C(C(=C1)C(=O)NC2=CC=CC(=C2)C(=O)O)NC(=O)C=CC3=CC=CO3,inactive,
CID-6273425,COC1=C(C=C(C=C1)C(=O)NC(=CC2=CC=CC=C2F)C(=O)NCCN3CCOCC3)OC,inactive,
CID-221125,C1CN2CC3=CCOC(C4C3CC2C15C4NC6=C(C(=O)C(=O)C=C56)[N+](=O)[O-])CC(=O)O,inactive,
CID-752678,CC1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)CCC(=O)N,inactive,
CID-24818867,CC1=CC=CC=C1N2CCN(CC2)C3CCCN(C3)C(=O)CCN4CCCCC4=O,inactive,
CID-12005857,CC(C)(C)NC(=O)NC1CC(=O)N(C1)C2=CC=C(C=C2)OC,inactive,
CID-7717289,CC1=C(C2=CC=CC=C2N1)C(=O)COC(=O)C3CCC3,inactive,
CID-3368161,COC(=O)C1=CC=C(C=C1)OC2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)N,inactive,
CID-1100919,CC1=CC(=O)OC(=C1C(=O)OCC(=O)C2=CC(=C(C=C2)Cl)Cl)C,inactive,
CID-15945564,CC1=C(N=C(O1)C2=CC=CC=C2Cl)CN3C(=O)CN=C(C4=CC=CC=C43)C5=CC=CC=C5,inactive,
CID-5072669,CC1=CC(=C(C=C1)C)CN2C3=CC=CC=C3C(=C2C(=O)O)C=O,inactive,
CID-2841332,C1CN(CCN1CC2=CC=CC=C2)CC(CN3C4=CC=CC=C4C5=CC=CC=C53)O,inactive,
CID-2848319,CCN(CC)CCCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,inactive,
CID-3584203,CC1=CN2C=C(N=C2C=C1)C3=CC4=C(C=C3)OCC(=O)N4,inactive,
CID-4179586,CC1=NC2=C(C(=NN2C(=C1)N3CCOCC3)C)C4=CC=CC=C4OC,inactive,
CID-4295387,CCOC(CNC(=O)CN1C2=CC=CC=C2C(=N1)C)OCC,inactive,
CID-1378094,C1=CC(=C(C=C1[N+](=O)[O-])C=C2C(=O)N=C(S2)N)Cl,inactive,
CID-2976019,CC1=CC2=C(C=C1)N=C(C=C2C(=O)NCCCN3C=CN=C3)C4=CC=CC=C4,inactive,
CID-1084303,CCN1C(=C(C=N1)[N+](=O)[O-])C(=O)NC2CCCCC2,inactive,
CID-2110403,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)CC3=C(C=CC=C3Cl)F,inactive,
CID-2999207,CCOC(=O)NC1=C(C2=C(S1)CC(CC2)C)C#N,inactive,
CID-602473,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)CC(=O)NC4=CC=CC=C4F,inactive,
CID-24790145,CCCOC1CCCN(C1)C(=O)C2=CC=C(C=C2)OC3CCN(CC3)CC4=CC=CC=N4,inactive,
CID-135459337,C1CC(CN(C1)C(=O)C2=CC=CO2)C3=NC4=C(C(=O)N3)N=NN4CC5=C(C=CC=C5Cl)Cl,inactive,
CID-4881913,C1CS(=O)(=O)CC1N(CC2=CC=CC=C2)C(=O)CSC3=NC4=C(N3)C=C(C=N4)Cl,inactive,
CID-3539791,CCOCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,inactive,
CID-1970834,C1CCCC(CC1)N2CNC(=NC2)NC3=NC4=CC=CC=C4S3,inactive,
CID-664279,CC1=NC2=C(C(=N1)SCC3=NC4=CC=CC=C4N3)OC5=CC=CC=C52,inactive,
CID-5734908,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC2=C(C=C(C=C2)F)C(=O)C=CC3=CC=CS3,inactive,
CID-2443194,C1=COC(=C1)C(=O)NCCC(=O)NC2=CC(=C(C=C2)F)Cl,inactive,
CID-20912415,CC1=CC(=C(C=C1)C)N2CCN(CC2)C(=O)C3CCCN(C3)C4=NC=NC5=C4N=C6N5CCCCC6,inactive,
CID-1088846,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F)C(=O)C4=CC=CS4,inactive,
CID-579557,C1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2F,inactive,
CID-16682402,CC(=O)C1CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C,inactive,
CID-12005584,CC1=CC=C(C=C1)C#CC[N+]2(CCCCC2)CC#C.[Br-],inactive,
CID-951091,C1=CC=C2C(=C1)N=NN2CC(=O)OCC(=O)C3=CC=C(C=C3)F,inactive,
CID-20919769,CCC(C(=O)NCCC1=CC=CO1)N2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=CC=C4,inactive,
CID-805384,C1CCC(=CC1)CCNS(=O)(=O)C2=CC=CC=C2[N+](=O)[O-],inactive,
CID-1023823,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)N)SC3=CC=CC=C3C(=O)O,inactive,
CID-2817064,CCOC(=O)CN(C1=CC=CC=C1C)C(=O)COC2=C(C(=CC(=N2)C3=CC=CC=C3)C)C#N,inactive,
CID-2121382,C1CC(C1)C(=O)OCC(=O)NC2=CC=CC=C2SC3=CC=CC=C3,inactive,
CID-16188468,CC1=NN(C=C1CN2CCC(CC2)(CC3=CC(=CC=C3)OC)CO)C,inactive,
CID-2453610,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=CC=C(C=C3)C=O,inactive,
CID-6603633,CN=C1C2=CC3=C(N2CCN1C)C=CC(=C3Br)OC.Cl,inactive,
CID-4880848,CC1=NN=C(S1)SCC(=O)NC2=C(C3=C(S2)CCCC3)C(=O)C4=CC=CC=C4,inactive,
CID-2923449,CC1CCCN(C1)CCCOC2=CC=C(C=C2)OC,inactive,
CID-2201386,C1=CC=C(C(=C1)C(=O)O)NC(=O)C(=CC2=C(C=C(C=C2)Cl)Cl)NC(=O)C3=CC=CO3,inactive,
CID-649628,CCOC(=O)C1=CC=C(C=C1)NC2C3=CC=CC=C3C(=O)O2,inactive,
CID-5157220,C1CN(CCN1C2=CC=CC=C2)C(=O)COC(=O)CNS(=O)(=O)C3=C(C=CC=C3Cl)Cl,inactive,
CID-3177514,C1CCC(CC1)NC(=O)C(C2=CC=C(C=C2)F)N(CC3=CN=CC=C3)C(=O)C4=C(C(=NS4)C(=O)N)N,inactive,
CID-2255407,C1=CC=C(C=C1)C(=O)C=CNC2=CC(=CC=C2)O,inactive,
CID-2405941,CCOC1=C(C=CC=N1)C(=O)OCC(=O)NC2=CC=C(C=C2)C3=NC4=C(S3)C=C(C=C4)C,inactive,
CID-859476,CC1=C2C=C(C3=NN=C(N3C2=C(C=C1)C)SCC4=CC=CC=N4)C,inactive,
CID-688698,CC1=CC(=C(C=C1)O)C(=O)C2=CN(N=C2)C3=CC=CC=C3,inactive,
CID-3211246,CC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(CC3CCCO3)C(=O)CNC(=O)C4=CC=CS4,inactive,
CID-1097181,COC1=CC=C(C=C1)C2(CCCC2)CNC(=O)CC3=CC(=C(C=C3)OC)OC,inactive,
CID-9551106,C1CCN(C1)C(=O)CSC2=NC3=C(C=CC(=C3)C(=O)NCC4CCCO4)C(=O)N2CC5=CC=CO5,inactive,
CID-5332602,C1OC2=C(O1)C=C(C(=C2)C=NNC(=O)CC3=CC=CC=C3)Cl,inactive,
CID-893997,CC1=NC2=C(N1C)C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(=O)OC,inactive,
CID-2265973,C1=CC(=CC=C1NC(=O)CSC2=NC=NN2)S(=O)(=O)N,inactive,
CID-16188778,CC1=CC(=NO1)C2=NN=C(O2)CCC(=O)NC(C)C3=CC=C(C=C3)OC,inactive,
CID-4795863,CN(C1=CC=CC=N1)C(=O)C2=CC3=CC=CC=C3C=C2,inactive,
CID-2745325,CCOC(=O)C1=NOC(=C1)C2=CSC(=N2)C3=CC=C(C=C3)C(F)(F)F,inactive,
CID-5307617,CC1=NN(C(=C1)C(=O)N2CCOCC2)C3=CC=CC=C3,inactive,
CID-9679620,CCN1C(=NC2=C1C=CC(=C2)C(=O)NN=C(C)C3=CC=C(C=C3)N4CCOCC4)C,inactive,
CID-654257,CCOC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NC(C)C,inactive,
CID-698158,CC1=CC=C(C=C1)OCC(=O)NC2=NC(=C(S2)C(=O)OC)C,inactive,
CID-2842888,C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)NCCCN2C=CN=C2,inactive,
CID-22860,C1=CC=C(C=C1)COC2=CC=C(C=C2)N,inactive,
CID-2712501,C1=CC=C(C=C1)CC2=NN=C(O2)SCC3=CC=C(C=C3)[N+](=O)[O-],inactive,
CID-2932192,CC1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3C4=CC=CC=C4OC5=CC=CC=C35,inactive,
CID-753151,CCCC1=CC(=O)N2C(=N1)C(=C(N2)C)C3=CC=C(C=C3)Cl,inactive,
CID-2988057,CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)OC)N(C1=O)C,inactive,
CID-3433421,CC1=C(C(N2C(=NC(=N2)CCCO)N1)C3=CC(=CC=C3)O)C(=O)N,inactive,
CID-874752,CCOC1=CC=CC=C1N(CC(=O)OC)S(=O)(=O)C2=CC=CC=C2,inactive,
CID-3241788,CC(=O)N1CCCC2=C1C=CC(=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3,inactive,
CID-2169966,COC1=CC=CC(=C1)C(=O)NC2=C(C(=C(C(=C2F)F)F)F)F,inactive,
CID-3236941,CC(C)C(=O)N(C1CS(=O)(=O)C=C1)C2=CC=C(C=C2)F,inactive,
CID-3235817,C1CCC(CC1)N2C(=O)C3=C(C2=O)N=CC=C3,inactive,
CID-5308062,CN1C2=C(C=C(S2)C(=O)N3CCN(CC3)C(=O)C4=CC=CO4)C(=N1)C5=CC=C(C=C5)Cl,inactive,
CID-17538322,CSCCC(C(=O)N1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4,inactive,
CID-4688869,CC1=CC2=C(C=C1C)N(C=N2)C3CC(=O)N(C3=O)CC4=CC=C(C=C4)N5CCCC5=O,inactive,
CID-6293661,CC(=C(C#N)C(=O)COC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=C(C=C3)Br)N,inactive,
CID-5961104,CN(C)C1=C(N=C(O1)C=CC2=CC=CC=C2)C#N,inactive,
CID-1160357,CN1C=C(C(=N1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3)[N+](=O)[O-],inactive,
CID-5990906,CN(C)S(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)COC(=O)C=CC2=CC=C(C=C2)OC,inactive,
CID-2214229,CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)Cl)C)CNC(=O)C3=CC=CS3,inactive,
CID-6469819,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C(=O)C3=CC=CO3,inactive,
CID-779609,C1=CC=C(C=C1)NC(=O)CC2=CC=CS2,inactive,
CID-3517796,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N2CCCC2)NC(=O)CC(C)(C)C,inactive,
CID-974663,CCOC1=CC=CC=C1N2C(=CC(=C2C)C=O)C,inactive,
CID-24818721,CC1=CC(=C(C=C1)OC)NC(=O)NC2CCCCCCC2,inactive,
CID-4555418,CCC(C)N1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC(=O)C3=CC=CN3C,inactive,
CID-4322148,C1=CC=C(C=C1)C(=O)NNC2=NC3=CC=CC=C3N=C2C(F)(F)F,inactive,
CID-20888882,CC1=CC=C(C=C1)S(=O)(=O)C2=C(SC(=N2)S(=O)(=O)CCO)N3CCOCC3,inactive,
CID-9559888,CN1C2=CC=CC=C2C(=C1N3CCOCC3)C=NOC(=O)C4=C(N=CC=C4)Cl,inactive,
CID-9551852,CCN(CC)CCN1C2=CC=CC=C2N=C1NCC3=CC=CO3.Cl,inactive,
CID-5308080,CC(=O)N1CCC2=C1C=CC(=C2)C(=O)CN3CCN(CC3)C4=CC=CC=C4F,inactive,
CID-4613965,COC1=CC=CC(=C1)C2CC(N3C(=NC(=N3)N)N2)C4=C(C=CC=C4Cl)Cl,inactive,
CID-707054,CN1C2=C(CN(CN2)CCN3CCNCC3)C(=O)N(C1=O)C,inactive,
CID-2185058,CCN1C2=C(C=C(C=C2)NC(=O)C(=O)N3CCOCC3)C4=CC=CC=C41,inactive,
CID-3164231,CC1=CC(=NO1)NC(=O)COC(=O)CCS(=O)(=O)C2=CC=C(C=C2)Cl,inactive,
CID-6902504,CC1=CC(=NC(=N1)SCC2=CC=C(C=C2)C(=O)NN=CC3=CC=CC=N3)C,inactive,
CID-4831314,CC(C(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])Cl)N2CCN(CC2)C3=CC=C(C=C3)O,inactive,
CID-16195594,CC1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)N=C(C=C3C(=O)NCCN(C)CC4=CC=CC=C4)C5=CC=CC=N5,inactive,
CID-3649375,C1=COC(=C1)C2=CC(=NN2)C(=O)NN,inactive,
CID-776480,C1C2=C(NN=C2C3=CC=CC=C3O1)C(=O)O,inactive,
CID-24789567,C1CCN(C1)C2=NN3C(=N)C(=CC4=CC=C(C=C4)OC(=O)C5=CC=C(C=C5)F)C(=O)N=C3S2,inactive,
CID-2904165,CCOC(=O)C1CCCN(C1)C(=O)C2=CC=CC=C2[N+](=O)[O-],inactive,
CID-3237196,CC1CCC2=C(C1)SC=C2C(=O)NCCCN3CCOCC3,inactive,
CID-1377897,COC1=CC(=C(C=C1)OC)C(=O)C2=CC=C(C=C2)C(=O)NC3=CC4=CC=CC=C4C=C3,inactive,
CID-1429549,CCCC1=NC2=NC=NN2C(=C1)NC3=CC=CC=C3,inactive,
CID-16190988,COC1=CC=CC(=C1)CNC(=O)CCC2CCCN(C2)C(=O)C3=NNC(=C3)C4CC4,inactive,
CID-1034248,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)C(=O)NC4=CC=CC=N4)N=C2C5=CC=CC=C5,inactive,
CID-732509,CC1=NN(C(=C1)NC(=O)C2=CC=CC=C2)C3=CC=CC=C3,inactive,
CID-4591389,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)OC(=O)C3=C4CCCC4=NC5=CC=CC=C53,inactive,
CID-900782,C1=CC=C(C=C1)CC(=O)NC2=CC=CC=C2SC3=CC=CC=C3,inactive,
CID-20881414,CC1=CC=C(C=C1)NC(=O)CCC2=NN=C3N2N=C(C=C3)N4CCN(CC4)C5=CC=C(C=C5)OC,inactive,
CID-1487352,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=O)N2O,inactive,
CID-2100977,C1CC(=NC1)NCC2=CC=CC=N2,inactive,
CID-856931,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)C,inactive,
CID-752334,CCNC1=NC(=NC(=N1)OC2=CC=C(C=C2)C(=O)OC)N(C)C,inactive,
CID-825255,CC1=CC(=C(C(=S)N1C2=CC=C(C=C2)OC)C(=O)C)C,inactive,
CID-5389040,CCC(C(=O)OCC)SC1=NC2=C(N1CC=C(C)Cl)C(=O)NC(=O)N2C,inactive,
CID-16241107,CN1CCCC(C1)OC(=O)C2=CC(=C(C(=C2F)F)F)F.Cl,inactive,
CID-5389043,CCCCOC(=O)CSC1=NC2=C(N1CC=C(C)Cl)C(=O)NC(=O)N2C,inactive,
CID-2944268,CCC(=O)N1CCN(CC1)C2=CC=CC=C2NC(=O)COC3=C(C=CC(=C3)C)C(C)C,inactive,
CID-4440860,CC1(CC(C2=CC=CC=C2N1C(=O)N)(C)C3=CC=CC=C3)C,inactive,
CID-2349778,C1CC(=O)N(C1)CCCNC(=S)NC2=CC=CC=C2Cl,inactive,
CID-54680134,CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NN3C(=NC4=CC=CC=C4C3=O)C)O,inactive,
CID-1112410,CCS(=O)(=O)C1=CC(=C(C=C1)O)NC(=O)COC2=CC=C(C=C2)Cl,inactive,
CID-3315441,CC(C(=O)N)OC(=O)C1=C(C=CC(=C1)S(=O)(=O)N2CCCCCC2)OC,inactive,
CID-652930,CC1=CC=CC=C1NC(=O)CN2N=C(N=N2)C3=CC=C(C=C3)N4CCOCC4,inactive,
CID-952393,C1COCCN1C2=C(C=CC=C2Cl)N,inactive,
CID-801348,CC(=O)NN1C=C2C(=C1C3=CC=CC=C3)C(=O)N(C(=O)N2C)C,inactive,
CID-2767957,CSC1=CC(=C(S1)C(=O)N2CCCC2)C3=CC=C(C=C3)Cl,inactive,
CID-5729182,CCN(CC)C(=O)C(=CC1=CC=C(C=C1)Br)NC(=O)C2=CC=CC=C2OC,inactive,
CID-3245981,COC1=C(C=C(C=C1)CCNC(=O)C2=NOC(=C2)C3=CC4=C(C=C3)OCO4)OC,inactive,
CID-2058458,CC1=C(C=C(C=C1)CC2=CC(=CN=C2)O)S(=O)(=O)O,inactive,
CID-3550183,CC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CCC(=O)NCCOC,inactive,
CID-8016699,COC1=C(C(=C(C2=C1C(=O)C=C(O2)C3=CC=CC=C3)O)O)OC,inactive,
CID-2727516,C1CCC(C1)NC(=S)NNC(=O)CC#N,inactive,
CID-4830865,CCC(C1=NN=C(N1C2CCCCC2)SCC(=O)NC3=CC=C(C=C3)C(=O)C)N(C)C,inactive,
CID-6603380,CCCN1C2=CC=CC=C2N(C1=N)CC(C3=CC=CO3)O.Cl,inactive,
CID-2953451,CS(=O)(=O)N(CCC1=CC=CC=C1)CC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,inactive,
CID-3555113,COC1=CC=C(C=C1)NC(=S)NC2=CC(=C(C=C2)N)[N+](=O)[O-],inactive,
CID-2527216,COC1=CC(=CC(=C1OC)OC)C(=O)OCC(=O)NC2=C(C=CS2)C(=O)N,inactive,
CID-6901077,CC1=C(SC(=N1)C)C(=O)NN=CC2=CN(C3=CC=CC=C32)C(=O)C,inactive,
CID-1451520,C1CC(C1)C(=O)NC2=NN=C(S2)CC3=CC=CC=C3,inactive,
CID-455264,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O,inactive,
CID-16196469,CCC(C)C(C1=CN(N=N1)C(CC2=CC=C(C=C2)O)C(=O)N3CCN(CC3)C4=NC(=NC(=N4)NCCOCCOCCOCC#C)N5CCN(CC5)C(=O)C(CC6=CC7=CC=CC=C7N6)N8C=C(N=N8)C(C(C)CC)N)N.Cl,inactive,
CID-9557304,CC(=NNC(=O)C1=CC=CC=C1O)CN2C=NC(=N2)[N+](=O)[O-],inactive,
CID-3683814,C1=CC(=CC=C1C2=CN=NN2C3=CC=C(C=C3)N)Cl,inactive,
CID-788269,CC1=CC2=C(C=C1)OC(=N2)NC3=NC(=CC(=N3)C)C,inactive,
CID-2930384,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCOC)C(=O)NCCC4=CC=CC=C4,inactive,
CID-56642968,CCCC(=NS(=O)(=O)C1=CC=C(C=C1)N=NN(C)C)[O-].[K+],inactive,
CID-135410602,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)SCC3=CC=C(C=C3)[N+](=O)[O-])C#N,inactive,
CID-16022670,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCCC4=CC=CC=C4)C)C,inactive,
CID-662274,CC1=NN(C2=C1C(SCC(=O)N2)C3=CC4=C(C=C3)OCO4)C5CCOC(C5)(C)C,inactive,
CID-16194768,CC1=CC2=C(C=C1)N=C(S2)N(CCCN(C)C)C(=O)C3=CC=CO3.Cl,inactive,
CID-666596,CC1=CC(=NC(=N1)SCC(=O)NC2=NC=C3C(=N2)CC(CC3=O)(C)C)C,inactive,
CID-4357362,CC1CC(CN(C1)C(=O)C2=CC3=C(O2)N=C4C=CC(=CC4=C3)OC)C,inactive,
CID-2978941,COC(=O)C1=CC=CC=C1NC(=O)CN2CCC3=CC=CC=C3C2,inactive,
CID-4253388,CCC1=NC2=CC3=C(C=C2S1)N=C(S3)CC,inactive,
CID-1473617,CCOC(=O)C1=C(OC(=O)C(=C1)NC(=O)C2=CC=C(C=C2)Cl)C3=CC=CC=C3,inactive,
CID-853113,CN(C)C(=O)COC1=CC2=C(C=C1)C(=CC(=O)O2)C3=CC=CC=C3,inactive,
CID-6363411,CC1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)S(=O)(=O)N=C3N(C=CS3)CC(=O)N,inactive,
CID-5984029,CC(C(=O)NC1=CC=C(C=C1)NC(=O)C)OC(=O)C=CC2=NC3=CC=CC=C3N=C2,inactive,
CID-2972934,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)N(C(=O)N3C)C,inactive,
CID-748751,COC1=CC=C(C=C1)CNC(=O)COC2=CC=C(C=C2)OC,inactive,
CID-16187555,CC1=CN=C(C(=N1)N2CCN(CC2)CC3=C(OC(=N3)C4=C(C(=CC=C4)F)F)C)C,inactive,
CID-1351137,CCOC1=CC=CC=C1N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)Cl,inactive,
CID-5450733,C1CCN(CC1)CC2=C(C=CC3=C2OC=C(C3=O)C4=CC=CC=C4Cl)O,inactive,
CID-135402055,CC1=CC(=O)NC(=N1)N,inactive,
CID-5052216,CCC(C)(C1=NN=NN1C2=C(C=CC=C2C)C)N=CC3=CC=CC=C3,inactive,
CID-4189196,C1CC2C(C(C1O2)C(=O)NC3=CC=C(C=C3)O)C(=O)O,inactive,
CID-903616,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CC(C)C,inactive,
CID-24820009,CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)C=CC2=CC=C(C=C2)Cl,inactive,
CID-5433753,CC1=NN(C(=C1Br)C(=O)NN=C(C)C2=CC(=CC=C2)NC(=O)C3=CC=CC=C3F)C,inactive,
CID-1155576,CCC1=NN=C(S1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,inactive,
CID-16192439,C1CN(C(C(=O)N1)CC(=O)NCCC2=CC=NC=C2)CC3=CC(=CC=C3)OC4=CC=CC=C4,inactive,
CID-3242416,CC1=CC=CC=C1N2C(=O)C=C(NC2=O)N3CCC4(CC3)OCCO4,inactive,
CID-20908995,CC1=CC2=C(C=C1)OC3=C(C=CC=N3)C(=O)N2CC(=O)NCCCC4=CC=CC=C4,inactive,
CID-6065517,CC(C)NC(=O)CC(=O)NN=CC1=CC=CS1,inactive,
CID-662300,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NC(CCSC)C(=O)NCC3=CC=CO3,inactive,
CID-2818653,COC1=C(C=C2C(=C1)CCN=C2C3=CC=CC=C3N)OC,inactive,
CID-1386229,CC1(CC2=C(CO1)C(=NC3=C2C(=C(S3)C(=O)NC4=CC=C(C=C4)Cl)N)N5CCOCC5)C,inactive,
CID-766932,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCCC2=O)C,inactive,
CID-3240227,COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)O,inactive,
CID-3158965,CC1(CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC=CC=C3OCC#N)C(=O)C1)C,inactive,
CID-2810732,CC(=O)NC1=C(C=C(C=C1)S(=O)(=O)NCCN2CCNC2=O)Cl,inactive,
CID-2064002,CC1=CC(=C(O1)C)C(=O)NCCCC(=O)O,inactive,
CID-1298674,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,inactive,
CID-3362952,C1=CC=C(C(=C1)C(=O)OCC(=O)NC2=C(N=CC=C2)Cl)O,inactive,
CID-6473678,CC1(CC(CC(N1)(C)C)NS(=O)(=O)C2=CC=CC3=CC=CC=C32)C,inactive,
CID-289926,C1=CC2=C(N=C1)SC=C2Br,inactive,
CID-652429,C1CCC(C1)NC(=O)C(C2=CC=C(C=C2)N3CCOCC3)N(CC4=CC=CO4)C(=O)C5=CC=CO5,inactive,
CID-2546768,CC1=CC2=C(C=C1C)N(C=N2)C3=NN=NN3C4=CC=CC=C4,inactive,
CID-2422683,CCN(C1=CC=CC=C1)C(=S)NC2=CC=CC(=C2)C,inactive,
CID-2422444,C1=CC=C(C=C1)CCCNS(=O)(=O)C2=CC(=C(C=C2)F)F,inactive,
CID-9593474,C1=CC=C(C=C1)CCNC(=O)C(=O)NN=CC2=CC=CC=C2C(F)(F)F,inactive,
CID-3241439,CCOC1=CC=C(C=C1)C2C(C3=CC=CC=C3C(=O)N2CCN4CCOCC4)C(=O)O,inactive,
CID-2545985,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)OCC2=CC(=O)N3C(=N2)SC(=N3)C,inactive,
CID-2945940,C1C2CC3CC1CC(C2)(C3)C(=O)OC4=CC=C(C=C4)O,inactive,
CID-22422668,CCCCN(C)CCCNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CS3,inactive,
CID-4888074,CC1=CC(=NC(=N1)SCCN2C3=C(N=C2N(C)CC4=CC=CC=C4)N(C(=O)N(C3=O)C)C)C,inactive,
CID-1259098,COC1=CC(=C(C=C1)OC)N2C(=NNC2=S)C3=NNC(=C3)C4=CC=CS4,inactive,
CID-16192654,CN1C(=NN=N1)SCCNCC2=C(C(=C(C=C2)OC)OC)OC.Cl,inactive,
CID-1081023,CN1C(=NN=N1)SCC(=O)N2C3=CC=CC=C3CCC4=CC=CC=C42,inactive,
CID-4891510,CC1=C(C2=NC3=CC=CC=C3N2C=C1C(=O)NC4=CC=C(C=C4)F)C#N,inactive,
CID-1215212,CCOC(=O)C1=C(C=C(S1)NC(=O)C)C,inactive,
CID-655870,COC1=CC=C(C=C1)NCC2=NN=C(O2)SCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl,inactive,
CID-20904692,CCCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NCC4=CN=CC=C4,inactive,
CID-2443439,CCCN(CC1CC1)C(=O)CSC2=NN=C(N2N)C3=CC=CO3,inactive,
CID-658324,CC1(C2C(NC(=O)NC2(NC(=O)N1)C)(C)C)C,inactive,
CID-1537496,COC(=O)CC1=CSC(=N1)NC2=CC=C(C=C2)Cl,inactive,
CID-1180036,C1COCCN1C2=NSN=C2OC(=O)N(C3=CC=CC=C3)C4=CC=CC=C4,inactive,
CID-2806145,CC1=C(SC(=N1)C2=C(C=C(C=C2)F)F)C(=O)C,inactive,
